age,job,marital,education,month,campaign,y
29,blue-collar,married,secondary,may,1,no
41,management,married,tertiary,jun,3,no
43,technician,single,secondary,may,1,no
38,self-employed,married,secondary,jun,3,no
31,technician,married,secondary,may,1,no
32,management,single,tertiary,jul,1,no
40,management,married,tertiary,jul,5,no
45,admin,married,secondary,jul,1,no
43,management,married,secondary,may,1,no
27,services,single,secondary,may,5,no
33,management,single,tertiary,aug,3,no
37,admin,married,secondary,may,7,no
60,admin,married,secondary,dec,1,yes
51,self-employed,married,unknown,jun,6,yes
44,blue-collar,married,secondary,apr,1,no
48,management,married,unknown,may,1,no
57,blue-collar,married,primary,apr,1,no
29,technician,single,tertiary,may,2,no
50,services,married,secondary,aug,4,no
36,services,married,secondary,jul,28,no
49,technician,married,tertiary,mar,2,yes
49,technician,married,secondary,nov,1,no
35,management,married,tertiary,jul,1,no
39,technician,single,secondary,jun,1,no
34,blue-collar,married,primary,jul,11,no
57,self-employed,married,secondary,jun,3,no
37,technician,divorced,secondary,may,1,no
25,services,single,secondary,jul,11,no
43,blue-collar,married,primary,may,2,no
37,blue-collar,married,secondary,may,2,no
36,blue-collar,single,tertiary,oct,1,no
49,management,divorced,tertiary,nov,2,no
38,management,single,tertiary,jan,1,no
39,management,divorced,tertiary,jun,5,no
40,management,married,tertiary,nov,1,yes
34,admin,married,secondary,may,1,no
39,blue-collar,married,primary,jun,3,yes
53,blue-collar,married,secondary,aug,18,no
44,management,married,tertiary,jul,5,no
32,technician,divorced,secondary,jun,1,no
50,technician,divorced,secondary,may,2,yes
29,services,married,primary,jul,1,no
55,unemployed,married,tertiary,nov,2,no
73,retired,married,primary,jan,3,yes
52,technician,married,secondary,may,1,no
49,services,married,secondary,may,3,no
63,retired,married,primary,nov,1,no
34,admin,married,secondary,nov,1,yes
32,admin,single,secondary,may,1,no
49,housemaid,married,tertiary,aug,6,no
40,blue-collar,married,primary,may,2,no
53,entrepreneur,married,unknown,nov,1,no
53,technician,married,tertiary,aug,2,no
43,blue-collar,married,primary,may,1,no
35,management,single,secondary,jan,1,no
35,services,single,secondary,apr,5,no
25,student,single,tertiary,may,1,no
31,technician,single,unknown,jul,1,no
48,management,married,tertiary,aug,16,no
40,housemaid,married,secondary,aug,2,no
46,blue-collar,married,primary,may,1,no
30,services,single,secondary,jan,2,no
47,services,married,secondary,jul,15,no
23,services,single,secondary,jun,3,no
29,technician,married,tertiary,may,2,no
38,technician,married,secondary,nov,2,no
56,housemaid,married,primary,jul,1,no
52,admin,married,secondary,apr,2,no
55,retired,married,secondary,aug,2,no
43,entrepreneur,married,tertiary,jul,2,no
34,blue-collar,married,secondary,may,1,no
43,management,single,tertiary,aug,1,yes
55,services,married,secondary,aug,2,no
34,blue-collar,married,secondary,apr,1,no
34,management,single,tertiary,may,2,no
43,self-employed,married,tertiary,jun,2,no
39,blue-collar,married,primary,nov,6,no
39,technician,single,unknown,jun,1,no
34,technician,single,secondary,feb,2,no
55,management,married,tertiary,jul,4,no
67,retired,married,tertiary,aug,2,yes
34,entrepreneur,married,tertiary,jul,1,no
47,blue-collar,married,secondary,jul,5,no
33,blue-collar,married,primary,nov,3,no
45,entrepreneur,married,secondary,nov,2,no
36,blue-collar,married,secondary,jul,2,no
59,technician,divorced,secondary,may,1,no
33,services,married,secondary,apr,2,yes
52,technician,divorced,secondary,jul,5,no
53,blue-collar,married,primary,aug,4,no
41,unemployed,married,primary,feb,3,no
45,blue-collar,married,secondary,may,1,no
60,self-employed,single,secondary,aug,2,no
32,blue-collar,married,secondary,may,3,no
28,management,single,tertiary,feb,3,no
31,technician,single,secondary,jul,1,yes
53,blue-collar,married,secondary,aug,4,no
58,management,married,tertiary,nov,1,no
38,blue-collar,married,secondary,may,1,no
46,management,married,tertiary,may,4,no
53,entrepreneur,married,tertiary,jan,1,no
56,retired,married,secondary,apr,1,no
52,services,single,secondary,nov,1,no
38,technician,married,secondary,jun,1,no
37,services,married,primary,may,1,no
37,blue-collar,married,primary,jul,8,no
37,technician,married,secondary,jun,1,no
66,retired,married,primary,jan,3,no
44,blue-collar,married,primary,jun,2,no
61,retired,married,secondary,jul,1,no
34,admin,married,secondary,may,1,no
33,admin,single,secondary,may,1,no
30,services,divorced,secondary,may,1,no
27,services,divorced,secondary,jul,1,no
37,services,married,secondary,jul,1,no
38,blue-collar,married,primary,jun,18,no
35,management,single,tertiary,aug,4,no
50,technician,married,secondary,may,2,no
39,management,married,secondary,aug,3,no
35,management,married,secondary,may,3,no
36,admin,divorced,secondary,may,1,no
28,services,single,secondary,apr,1,no
39,self-employed,married,tertiary,nov,1,no
39,self-employed,married,secondary,jun,1,no
30,blue-collar,single,secondary,may,2,yes
32,services,married,secondary,jun,1,no
28,technician,married,secondary,jan,1,no
47,technician,married,primary,may,1,no
53,management,married,tertiary,aug,10,no
57,blue-collar,married,primary,may,2,no
47,services,married,secondary,aug,2,yes
56,management,married,tertiary,may,2,no
38,admin,married,primary,jun,32,no
52,blue-collar,married,primary,jun,3,no
46,technician,married,secondary,aug,2,no
57,blue-collar,married,primary,jul,4,no
42,blue-collar,divorced,unknown,jul,2,no
57,unemployed,married,secondary,jun,1,no
51,housemaid,married,secondary,aug,5,no
53,self-employed,married,tertiary,feb,1,no
37,blue-collar,married,primary,may,1,no
47,self-employed,divorced,secondary,nov,7,no
48,management,married,tertiary,feb,1,yes
39,blue-collar,married,primary,may,1,no
42,blue-collar,married,secondary,may,2,no
36,management,married,tertiary,aug,11,no
34,technician,single,secondary,aug,2,no
61,retired,married,primary,may,1,no
32,admin,single,secondary,feb,1,yes
35,blue-collar,single,primary,may,1,no
54,blue-collar,married,secondary,may,1,no
31,management,married,tertiary,aug,14,no
45,technician,divorced,secondary,apr,1,no
32,housemaid,married,tertiary,nov,2,no
52,unemployed,married,secondary,jun,1,no
36,admin,single,secondary,nov,1,no
31,services,married,secondary,jun,18,no
53,technician,married,secondary,aug,4,no
43,entrepreneur,married,secondary,may,2,no
47,housemaid,married,primary,aug,2,no
46,blue-collar,married,primary,may,8,no
34,management,divorced,secondary,aug,2,no
55,technician,single,tertiary,may,3,no
23,admin,single,secondary,may,1,no
75,blue-collar,married,secondary,feb,2,no
58,admin,married,secondary,feb,3,no
35,admin,married,secondary,nov,7,no
27,management,married,tertiary,sep,1,yes
24,technician,married,secondary,aug,2,yes
48,admin,married,secondary,feb,3,no
31,technician,single,secondary,aug,5,no
57,technician,married,secondary,nov,2,no
53,management,married,tertiary,aug,9,no
42,blue-collar,married,primary,apr,1,no
50,entrepreneur,married,secondary,may,8,no
59,admin,married,secondary,apr,2,no
38,services,married,secondary,may,2,no
39,blue-collar,married,secondary,may,1,no
28,blue-collar,single,primary,jul,20,no
55,management,divorced,tertiary,may,2,no
33,technician,single,tertiary,aug,4,no
36,blue-collar,single,secondary,may,1,no
38,admin,divorced,secondary,jun,3,no
28,admin,single,secondary,may,1,yes
32,management,single,tertiary,aug,2,no
35,admin,married,secondary,jul,1,no
58,technician,married,primary,jun,3,no
30,services,married,secondary,may,1,no
33,blue-collar,married,secondary,may,7,no
36,blue-collar,married,secondary,may,4,no
32,services,married,secondary,may,2,no
34,management,single,tertiary,may,4,yes
42,admin,married,secondary,nov,3,no
41,management,married,tertiary,jul,7,no
63,retired,married,secondary,jan,1,yes
38,admin,divorced,tertiary,may,1,no
54,blue-collar,married,primary,jun,1,no
39,services,married,secondary,apr,1,no
46,blue-collar,married,secondary,jun,3,no
37,technician,married,tertiary,jun,1,no
76,retired,divorced,primary,aug,1,no
28,management,single,unknown,jul,1,no
33,services,married,primary,nov,2,no
46,self-employed,married,tertiary,may,1,no
30,student,single,secondary,apr,1,no
60,management,married,tertiary,aug,2,no
56,housemaid,married,tertiary,jul,2,no
24,student,single,unknown,may,1,no
58,retired,married,secondary,aug,4,no
79,retired,married,primary,jan,2,yes
32,blue-collar,married,secondary,may,2,no
33,services,married,primary,jul,2,no
77,retired,married,primary,nov,4,no
60,housemaid,married,primary,jul,1,no
54,management,married,tertiary,aug,3,no
30,blue-collar,married,primary,may,6,no
50,services,married,secondary,aug,8,no
50,management,married,secondary,apr,7,no
37,technician,married,secondary,jul,1,no
41,technician,married,tertiary,jul,2,no
49,admin,married,secondary,jul,2,no
41,blue-collar,married,primary,jun,1,no
40,technician,married,secondary,feb,3,no
38,blue-collar,married,secondary,jun,1,no
34,technician,married,secondary,aug,3,no
49,entrepreneur,married,secondary,jul,3,no
72,retired,married,primary,apr,2,yes
34,blue-collar,married,secondary,apr,1,no
31,technician,married,secondary,aug,4,no
33,blue-collar,single,secondary,nov,1,no
31,management,married,tertiary,may,1,no
55,management,married,tertiary,jul,2,yes
25,unemployed,married,secondary,jul,31,no
34,management,married,tertiary,nov,2,no
53,management,married,tertiary,aug,4,no
39,management,single,tertiary,aug,4,no
41,management,married,primary,nov,1,yes
32,blue-collar,single,secondary,may,2,no
29,admin,married,secondary,may,1,no
56,management,married,tertiary,feb,4,no
19,student,single,unknown,feb,18,no
39,management,single,tertiary,jun,2,no
32,blue-collar,single,secondary,nov,1,no
43,blue-collar,married,primary,apr,2,no
32,entrepreneur,married,primary,aug,3,no
53,admin,divorced,secondary,apr,2,no
52,blue-collar,married,secondary,aug,1,yes
43,technician,single,secondary,jul,1,no
48,technician,married,secondary,jun,6,no
27,technician,single,secondary,jul,3,no
27,management,single,tertiary,oct,1,no
51,management,married,unknown,aug,2,no
39,admin,single,tertiary,jun,1,no
33,blue-collar,married,secondary,may,1,no
50,blue-collar,divorced,primary,nov,1,no
59,retired,divorced,secondary,nov,1,yes
58,housemaid,married,primary,jul,6,no
54,technician,married,tertiary,oct,3,yes
60,blue-collar,married,secondary,oct,1,no
38,management,married,tertiary,may,1,no
39,blue-collar,married,unknown,may,6,no
40,admin,married,secondary,may,2,no
55,blue-collar,married,primary,jul,4,no
36,management,married,tertiary,mar,3,yes
31,admin,single,secondary,jun,1,no
38,services,married,secondary,jul,2,no
52,management,married,secondary,may,1,no
45,admin,married,primary,may,5,no
32,blue-collar,married,primary,nov,1,no
58,blue-collar,divorced,secondary,jun,2,no
35,management,married,tertiary,apr,1,no
36,management,single,tertiary,aug,2,no
55,retired,married,secondary,jul,2,no
45,blue-collar,married,secondary,may,5,no
49,management,married,secondary,jun,3,no
44,blue-collar,married,secondary,apr,1,no
37,blue-collar,divorced,secondary,may,2,no
35,blue-collar,married,secondary,jul,2,no
36,blue-collar,married,secondary,may,1,yes
44,services,single,secondary,nov,6,no
32,blue-collar,single,tertiary,may,2,no
56,management,married,tertiary,jun,8,no
32,management,married,tertiary,aug,2,no
35,entrepreneur,married,tertiary,aug,4,no
44,management,married,secondary,may,3,no
59,entrepreneur,married,primary,nov,2,no
31,blue-collar,single,tertiary,may,3,no
60,blue-collar,married,unknown,may,1,no
33,technician,single,secondary,may,2,no
45,admin,married,secondary,jul,1,no
45,blue-collar,married,primary,may,4,no
57,admin,married,secondary,nov,2,no
36,management,married,tertiary,aug,2,no
30,blue-collar,single,primary,may,6,no
30,admin,single,secondary,may,6,no
59,unemployed,divorced,secondary,feb,1,no
58,management,married,tertiary,nov,3,no
49,retired,married,primary,jul,3,no
48,technician,married,tertiary,aug,3,no
28,technician,single,tertiary,mar,2,no
59,management,divorced,primary,jul,1,no
40,management,married,tertiary,nov,1,no
32,technician,divorced,secondary,feb,1,no
58,blue-collar,married,secondary,jun,1,no
28,self-employed,single,tertiary,jun,3,yes
27,technician,single,tertiary,may,1,no
38,management,single,tertiary,may,3,no
53,technician,married,tertiary,jun,1,no
60,services,married,tertiary,aug,3,yes
33,management,divorced,tertiary,aug,8,no
52,services,divorced,secondary,may,1,no
64,retired,married,tertiary,feb,1,yes
40,blue-collar,single,secondary,nov,1,yes
52,admin,married,secondary,jun,1,no
28,student,single,secondary,may,3,no
49,management,married,secondary,jun,2,no
28,technician,single,secondary,may,1,no
29,technician,single,tertiary,jun,1,no
87,retired,married,primary,oct,1,yes
37,management,divorced,secondary,may,1,no
36,services,married,primary,jun,1,no
35,self-employed,married,tertiary,aug,2,no
33,admin,married,tertiary,oct,2,yes
60,admin,married,secondary,aug,3,no
25,management,single,tertiary,sep,2,yes
69,retired,married,secondary,sep,1,no
41,student,married,secondary,jun,4,no
48,management,single,secondary,jul,2,no
35,blue-collar,divorced,primary,jul,6,yes
30,blue-collar,single,secondary,may,5,no
59,management,married,tertiary,aug,4,no
32,management,single,tertiary,may,3,no
28,blue-collar,single,secondary,may,2,no
60,blue-collar,married,primary,jun,4,no
36,management,married,primary,nov,1,no
32,management,single,tertiary,may,1,no
34,management,divorced,tertiary,nov,2,no
58,blue-collar,married,secondary,apr,5,no
53,management,married,unknown,jun,2,yes
31,management,married,tertiary,may,6,no
33,admin,married,secondary,jul,7,yes
46,unemployed,divorced,primary,nov,1,no
29,blue-collar,married,secondary,may,8,no
37,self-employed,married,secondary,jun,1,no
58,blue-collar,married,primary,may,6,no
34,management,married,secondary,may,3,no
34,blue-collar,divorced,secondary,may,1,no
49,entrepreneur,married,primary,may,2,no
53,admin,married,secondary,apr,1,yes
42,unemployed,married,secondary,may,1,no
40,services,married,secondary,may,1,no
30,blue-collar,single,primary,nov,1,no
31,technician,divorced,secondary,jun,2,no
55,admin,married,secondary,oct,1,no
36,management,married,tertiary,apr,2,no
31,blue-collar,single,secondary,may,2,no
26,management,married,tertiary,jan,2,no
31,admin,married,secondary,dec,1,no
49,admin,married,secondary,jul,7,no
54,management,married,tertiary,may,7,no
47,management,divorced,tertiary,jul,19,no
